review,sentiment,tagalog
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.",0,"Maraming pagpapatuloy error: ang isa sa iba pang mga user nagkomento sa iba't ibang mga kotse sa garahe, Joe ni baso ... ang isa na got sa akin ang pinaka ay ang katotohanan na facial hair configuration Joe ay tila upang baguhin mula sa pinangyarihan sa pinangyarihan."
This is just a great movie.,1,Ito ay lamang ng isang mahusay na pelikula.
10 out of 10 stars.,1,10 out of 10 mga bituin.
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.,0,Hindi ko makita kung paano ang pelikulang ito ay maaaring maging isang inspirasyon sa sinuman na dumating out o pagtagumpayan takot at pagtanggi.
It's so bad it's actually worth seeing just for that reason.,0,Walang kasing sama ito ay talagang nagkakahalaga ng nakikita lamang para sa kadahilanang iyon.
Punishment Park is a brilliant piece of cinema.,1,Kaparusahan Park ay isang makinang na piraso ng cinema.
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.",1,"Shot sa disyerto Southern California sa paggamit ng kanyang patent peke documentary style, Watkins ay lumilikha ng isang pelikula tulad ng walang iba pang mga."
This is one of Peter Watkins most accessible films.,1,Ito ay isa sa Peter Watkins pinaka-naa-access films.
I advise you to look out for it.,1,Payuhan ko sa iyo upang tumingin sa labas para sa mga ito.
You wont regret it!,1,sanay kinalulungkot mo ito!
Highly recommended A+,1,Lubos na inirerekomenda A +
Well... Just if you keep thinking how bad it is.,0,Well ... Basta kung patuloy mong pag-iisip kung paano masamang ito ay.
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.",0,"Ito ay isang pangkaraniwan, malungkot, guwang, katawa-tawa at predictable piraso ng basura."
It's a case of 'so bad it is laughable'.,0,Ito ay isang kaso ng 'kaya masamang ito ay katawa-tawa'.
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.",0,") Napakasama pagganap gumaganap Angela Bennett, isang computer expert na sa bahay sa lahat ng oras."
"It is a film about nothing, just a pretext to show ridiculous action scenes.",0,"Ito ay isang pelikula tungkol sa walang, lamang ng isang pagkukunwari upang ipakita nakakatawa mga eksena ng pagkilos."
How awful she is!,0,Paano kahindik-hindik na siya ay!
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.",0,"Ngunit siya ay pa rin ng isang masamang artista, paulit-ulit ang kanyang robotic mukha gumagalaw sa bawat isa sa kanyang mga larawan."
"The results, well, are a shame.",0,"Ang mga resulta, well, ikaw ay isang kahihiyan."
DELETE this film from your mind!,0,DELETE film na ito mula sa iyong isip!
One of the worst shows of all time.,0,Isa sa mga pinakamasama mga palabas sa lahat ng oras.
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.,0,Ang palabas ay nagsisimula sa tuso ed komento sa bawat isa na magiging ganap off sa pader at uncalled para sa.
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???",0,"Ang taba computer geek ay mahirap na paniwalaan, ang bibliya thumper, ang masamang-asno batang babae, sino ang mga aktor ???"
Never heard of any of them except Cole who was totally unbelievable in the part.,0,Huwag kailanman narinig ng anuman sa mga ito maliban Cole na naging lubos na mahirap na paniwalaan sa bahagi.
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.",0,"Sa bawat oras na binuksan niya ang kanyang bibig inaasahan mong marinig, ""nakikita mo sa mga bata ..."" Paghahatak ang plug ay isang awa pagpatay para sa ito kasindak-sindak show."
The stories were as unbelievable as the actors.,0,Ang kuwento ay tulad ng mahirap na paniwalaan bilang ang aktor.
Lame would be the best way to describe it.,0,Gusto Lame maging ang pinakamahusay na paraan upang ilarawan ito.
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.",1,"Stanwyck at Morgan ay ganap na cast sa kung ano ay, sa maraming mga paraan, ang isang modernong katumbas ng Dickens 'Christmas Carol sa kanyang pakiramdam."
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.,1,Ang tagumpay ng pelikula ay depende sa cast ng Sydney Greenstreet bilang ang Alexander Yardley character.
The attractive set used throughout most of the film is an eye-pleasing gem.,1,Ang kaakit-akit na hanay na ginagamit sa buong karamihan ng mga pelikula ay isang mata-kasiya-siya na hiyas.
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.",0,"Im big fan of RPG laro masyadong, ngunit ang pelikulang ito, ang isang kahihiyan sa anumang self-alang RPGer mayroong."
"The lines, the cuts, the audio, everything is wrong.",0,"Ang mga linya, ang mga cuts, ang audio, lahat ng bagay ay mali."
You can find better movies at youtube.,0,Maaari mong mahanap ang mas mahusay na mga pelikula sa youtube.
"Top line: Don't waste your time and money on this one, its as bad as it comes.",0,"Top line: Do-aaksaya ng iyong oras at pera sa isang ito, ang bilang masamang bilang ito ay dumating."
"A Lassie movie which should have been ""put to sleep"".... FOREVER.",0,"Isang dalagita movie na dapat ay ""patulugin"" .... FOREVER."
That's how I'd describe this painfully dreary time-waster of a film.,0,Iyan ay kung paano Gusto ko ilarawan ang painfully pagod na pagod na oras-mang-aaksaya ng isang film.
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.",0,"Kaya pangkaraniwan sa bawat aspeto na ito lamang ay nagiging isang mapurol, hindi kawili-wili gulo, ito ay isa sa mga pinaka limutin pelikula na iyong nakita ko."
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.",0,"Ito ay hindi kahit na isang tagumpay bilang isang ""kaya-bad-it's-maganda"" o ""kaya-bad-it's-hindi malilimot"" movie."
"It's an empty, hollow shell of a movie.",0,"Ito ay isang walang laman, guwang shell ng isang pelikula."
"Seriously, it's not worth wasting your, or your kid's time on.",0,"Seryoso, ito ay hindi katumbas ng halaga ang pag-aaksaya iyong, o oras ng iyong kid on."
"Avoid, avoid, avoid!",0,"Iwasan, maiwasan, avoid!"
It will drive you barking mad!,0,Ito ay humimok sa iyo tumatahol baliw!
The transfers are very good.,1,Ang transfers ay napakabuti.
Very nice and relaxing late night viewing.,1,Napakabuti at nakakarelaks na late night panonood.
The movie is full of wonderful dancing (hence the title!,1,Ang pelikula ay puno ng mga kahanga-hangang dancing (samakatuwid ay ibinigay ang pamagat!
") some great music, and terrific scenery.",1,") Ilang mga mahusay na musika, at kakila-kilabot na tanawin."
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!",1,"Ito humahawak ng ilang mga mahihirap na mga isyu na may karangalan at biyaya, at, siyempre, ay (kagulat-gulat spoiler dito!"
") a happy, wonderful, feel good ending!",1,") Isang masaya, kahanga-hangang, pakiramdam magandang pagtatapos!"
"The point is the journey, a journey that touches every member of the family.",1,"Ang punto ay ang paglalakbay, isang paglalakbay na tumitimo sa bawat miyembro ng pamilya."
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!,1,Ito ay isa sa mga pelikula na kailangan kong makita sa tuwing pagdating sa TV ... hindi bale ang katunayan na ang Mayroon na akong ito kabisado!
Nothing new there.,0,Wala pang bago doon.
That was done in the second movie.,0,Iyon ay tapos na sa ikalawang pelikula.
The movie has almost no action scenes in it and very little comedy.,0,Ang pelikula ay may halos walang mga eksena pagkilos sa ito at napakaliit na komedya.
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.,0,Ang balangkas ay may higit pang mga butas sa isang pares ng mga fishnet medyas at ang direksyon at pag-edit ay astonishingly ham-fisted.
What on earth is Irons doing in this film?,0,Ano sa lupa ay Plantsa ginagawa sa film na ito?
I just saw this film and I recommend it.,1,Ko lang nakita ito film at inirerekumenda ko ito.
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.",1,"Ito ay may isang napakahusay na isang lagay ng lupa, ito humahawak ang iyong kumpletong pansin, ang kumikilos ay napakahusay, Tom Wilkinson ay kamangha-manghang at Emily Watson ay napaka mabuti."
"A very good film indeed, about great and unconditional love.",1,"Isang napakahusay na film katunayan, tungkol sa mahusay at walang kondisyong pagmamahal."
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.",1,"Tom Wilkinson ni karakter ay isang tao kung sino ang hindi handa para sa mga mahigpit na pagsubok na ay tungkol sa upang simulan, ngunit siya ay tumatagal ng mga bagay sa kamay bilang ang mga umuusad na kuwento, at ang mahusay na aktor ay nagbibigay ng isang pagganap na gumagawa sa tingin mo na kalungkutan dahil sa karakter at paghihirap."
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.",1,"Emily Watson character ay napaka-malakas, at siya ay may lamang upang magbigay ng isang mabilis na sulyap at maunawaan mo ang lahat."
"Despite the pans of reviewers, I liked this movie.",1,"Sa kabila ng mga pans ng reviewer, Nagustuhan ko ang pelikulang ito."
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.",1,"Sa katunayan, nagustuhan ko ito mas mahusay kaysa sa Interview Sa pamamagitan ng isang Vampire at nagustuhan ko ito Lestat (Stuart Townsend) mas mahusay kaysa sa pagtatangka ni Cruise."
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).",1,"Aailiyah ay medyo ganda ng Akasha, sa mga lugar nag-uudyok (kanyang unang pasukan at mini dance scene)."
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.",1,"Ako ay isang malaking fan ng serye na ito halos lahat dahil sa Anne Rice ni estilo, pagiging sensitibo at treatment."
I guess I liked the details of his dysfunction--he was believable.,1,Hulaan ko ko nagustuhan ang mga detalye ng kanyang dysfunction - siya ay believable.
The football scenes at the end were perplexing.,0,Ang football eksena sa dulo ay nakalilito.
But I thought his acting was skilled.,1,Ngunit naisip ko ang kanyang acting ay nangangailangan ng kasanayan.
Meredith M was better than all right.,1,Meredith M ay mas mahusay kaysa sa lahat ng karapatan.
A very charming film with wonderful sentiment and heart.,1,Isang napaka-kaakit-akit na pelikula na may kahanga-hangang damdamin at puso.
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.,1,Ito ay bihirang kapag ang isang film-maker ay tumatagal ng oras upang sabihin sa isang karapat-dapat na moral na kuwento na may pag-aalaga at pag-ibig na hindi mahulog sa bitag ng pagiging labis na syrupy o higit mapagpalayaw.
Nine out of ten for a truly lovely film.,1,Siyam sa sampung para sa isang tunay na kaibig-ibig na film.
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.,1,Ang unang bahagi ng pelikula mula sa hinaharap na goremeister Lucio Fulci ay isang napakahusay na karagdagan sa mga Giallo sub-genre.
